date,lane,cover_city,state,score,media_id,hook
2026-09-23,daily_carousel,Chicago,perfect,9,18004520915989533,"Chicago, you're getting 62°F. Swipe to find your city. 👇"
2026-09-24,daily_carousel,NYC,cloudy,STEADY,change,17969717583156048,NYC: 12° between the commute in and the commute home. Swipe for your city. 👇
